id,slug,primary_keyword,title,category_key,search_intent,priority,score,competition_estimate,conversion_potential,status
690,"debt-snowball-vs-forbearance","debt snowball vs forbearance","Debt Snowball vs Forbearance: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
691,"debt-snowball-vs-negotiated-settlements","debt snowball vs negotiated settlements","Debt Snowball vs Negotiated Settlements: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
692,"debt-consolidation-for-new-graduates","debt consolidation for new graduates","Debt Consolidation For New Graduates: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
693,"debt-consolidation-for-families","debt consolidation for families","Debt Consolidation For Families: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
694,"debt-consolidation-for-small-business-owners","debt consolidation for small business owners","Debt Consolidation For Small Business Owners: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
695,"debt-consolidation-for-high-earners-with-lifestyle-debt","debt consolidation for high earners with lifestyle debt","Debt Consolidation For High Earners With Lifestyle Debt: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
696,"debt-consolidation-for-w2-professionals","debt consolidation for w2 professionals","Debt Consolidation For W2 Professionals: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
697,"debt-consolidation-for-self-employed","debt consolidation for self employed","Debt Consolidation For Self Employed: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
698,"debt-consolidation-vs-refinance","debt consolidation vs refinance","Debt Consolidation vs Refinance: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
699,"debt-consolidation-vs-forbearance","debt consolidation vs forbearance","Debt Consolidation vs Forbearance: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
700,"debt-consolidation-vs-negotiated-settlements","debt consolidation vs negotiated settlements","Debt Consolidation vs Negotiated Settlements: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
701,"debt-consolidation-vs-bankruptcy-planning","debt consolidation vs bankruptcy planning","Debt Consolidation vs Bankruptcy Planning: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,medium,low,pending
702,"debt-consolidation-for-beginners","debt consolidation for beginners","Debt Consolidation For Beginners: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
703,"debt-consolidation-for-high-earners","debt consolidation for high earners","Debt Consolidation For High Earners: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
704,"debt-consolidation-best-strategy","debt consolidation best strategy","Debt Consolidation Best Strategy: Complete 2026 Guide",debt_management,commercial,P3,22,medium,low,pending
705,"balance-transfer-for-high-earners-with-lifestyle-debt","balance transfer for high earners with lifestyle debt","Balance Transfer For High Earners With Lifestyle Debt: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
706,"balance-transfer-vs-cash-flow-budgeting","balance transfer vs cash flow budgeting","Balance Transfer vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,low,low,pending
707,"balance-transfer-tax-implications","balance transfer tax implications","Balance Transfer Tax Implications: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
708,"credit-score-optimization-vs-cash-flow-budgeting","credit score optimization vs cash flow budgeting","Credit Score Optimization vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,low,low,pending
709,"credit-score-optimization-tax-implications","credit score optimization tax implications","Credit Score Optimization Tax Implications: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
710,"mortgage-refinancing-for-high-earners-with-lifestyle-debt","mortgage refinancing for high earners with lifestyle debt","Mortgage Refinancing For High Earners With Lifestyle Debt: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
711,"mortgage-refinancing-vs-cash-flow-budgeting","mortgage refinancing vs cash flow budgeting","Mortgage Refinancing vs Cash Flow Budgeting: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,low,low,pending
712,"mortgage-refinancing-tax-implications","mortgage refinancing tax implications","Mortgage Refinancing Tax Implications: Complete 2026 Guide",debt_management,informational,P3,22,medium,low,pending
713,"debt-to-income-ratio-for-new-graduates","debt to income ratio for new graduates","Debt To Income Ratio For New Graduates: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
714,"debt-to-income-ratio-for-families","debt to income ratio for families","Debt To Income Ratio For Families: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
715,"debt-to-income-ratio-for-small-business-owners","debt to income ratio for small business owners","Debt To Income Ratio For Small Business Owners: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
716,"debt-to-income-ratio-for-w2-professionals","debt to income ratio for w2 professionals","Debt To Income Ratio For W2 Professionals: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
717,"debt-to-income-ratio-for-self-employed","debt to income ratio for self employed","Debt To Income Ratio For Self Employed: Complete 2026 Guide",debt_management,informational,P3,22,low,low,pending
718,"debt-to-income-ratio-vs-refinance","debt to income ratio vs refinance","Debt To Income Ratio vs Refinance: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,low,low,pending
719,"debt-to-income-ratio-vs-forbearance","debt to income ratio vs forbearance","Debt To Income Ratio vs Forbearance: Which Strategy Works Better in 2026?",debt_management,comparison,P3,22,low,low,pending
720,"rental-property-investing-for-beginners","rental property investing for beginners","Rental Property Investing For Beginners: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
721,"house-hacking-real-estate-investing-for-beginners","house hacking real estate investing for beginners","House Hacking Real Estate Investing For Beginners: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
722,"self-storage-investing-for-beginners","self storage investing for beginners","Self Storage Investing For Beginners: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
723,"self-storage-unit-investing-for-beginners","self storage unit investing for beginners","Self Storage Unit Investing For Beginners: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
724,"royalty-income-tax-treatment","royalty income tax treatment","Royalty Income Tax Treatment: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
725,"royalty-income-tax-rate","royalty income tax rate","Royalty Income Tax Rate: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
726,"how-is-royalty-income-taxed","how is royalty income taxed","How Is Royalty Income Taxed: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
727,"how-to-report-royalty-income-on-tax-return","how to report royalty income on tax return","How To Report Royalty Income On Tax Return: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
728,"airbnb-cash-flow-calculator","airbnb cash flow calculator","Airbnb Cash Flow Calculator: Practical Guide + Examples",passive_income,commercial,P3,22,medium,low,pending
729,"rental-property-investing-for-w2-professionals","rental property investing for w2 professionals","Rental Property Investing For W2 Professionals: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
730,"rental-property-investing-for-new-investors","rental property investing for new investors","Rental Property Investing For New Investors: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
731,"rental-property-investing-for-families","rental property investing for families","Rental Property Investing For Families: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
732,"rental-property-investing-for-remote-workers","rental property investing for remote workers","Rental Property Investing For Remote Workers: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
733,"rental-property-investing-for-operators","rental property investing for operators","Rental Property Investing For Operators: Complete 2026 Guide",passive_income,informational,P3,22,medium,low,pending
734,"rental-property-investing-for-career-switchers","rental property investing for career switchers","Rental Property Investing For Career Switchers: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
735,"rental-property-investing-vs-index-funds","rental property investing vs index funds","Rental Property Investing vs Index Funds: Which Strategy Works Better in 2026?",passive_income,comparison,P3,22,low,low,pending
736,"rental-property-investing-vs-reits","rental property investing vs reits","Rental Property Investing vs Reits: Which Strategy Works Better in 2026?",passive_income,comparison,P3,22,medium,low,pending
737,"rental-property-investing-vs-small-business-acquisition","rental property investing vs small business acquisition","Rental Property Investing vs Small Business Acquisition: Which Strategy Works Better in 2026?",passive_income,comparison,P3,22,low,low,pending
738,"rental-property-investing-vs-notes-investing","rental property investing vs notes investing","Rental Property Investing vs Notes Investing: Which Strategy Works Better in 2026?",passive_income,comparison,P3,22,low,low,pending
739,"rental-property-investing-for-high-earners","rental property investing for high earners","Rental Property Investing For High Earners: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
740,"rental-property-investing-for-small-business-owners","rental property investing for small business owners","Rental Property Investing For Small Business Owners: Complete 2026 Guide",passive_income,informational,P3,22,low,low,pending
